"INDICATOR","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","1997","1997",166.47995,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","1998","1998",165.64523,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","1999","1999",166.75525,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2000","2000",180.60347,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2001","2001",186.81424,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2002","2002",194.18458,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2003","2003",190.93043,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2004","2004",187.57122,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2005","2005",187.81123,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2006","2006",194.15125,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2007","2007",198.9413,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2008","2008",213.68985,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2009","2009",213.13598,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2010","2010",219.17606,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2011","2011",230.09924,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2012","2012",234.99326,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2013","2013",245.03566,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2014","2014",234.86545,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2015","2015",237.90225,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2016","2016",251.92368,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2017","2017",281.22361,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","BEL","Belgium","2018","2018",281.39136,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","1996","1996",126.40463,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","1997","1997",130.79083,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","1998","1998",142.53577,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","1999","1999",150.13915,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2000","2000",155.19256,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2001","2001",165.43322,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2002","2002",165.10298,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2003","2003",163.41333,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2004","2004",165.93732,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2005","2005",168.90978,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2006","2006",171.46907,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2007","2007",163.59477,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2008","2008",158.47265,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2009","2009",166.95594,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2010","2010",156.89879,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2011","2011",154.87903,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2012","2012",161.0115,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2013","2013",162.42239,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2014","2014",171.58411,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2015","2015",165.72685,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2016","2016",176.88764,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CAN","Canada","2017","2017",179.61986,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","1996","1996",103.79906,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","1997","1997",119.98007,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","1998","1998",130.08833,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","1999","1999",122.77988,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2000","2000",133.43328,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2001","2001",132.03427,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2002","2002",136.50046,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2003","2003",143.72885,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2004","2004",149.06401,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2005","2005",108.38033,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2006","2006",114.15682,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2007","2007",125.6858,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2008","2008",120.31483,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2009","2009",129.73204,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2010","2010",132.55467,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2011","2011",153.26074,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2012","2012",163.81788,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2013","2013",177.68038,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2014","2014",185.89072,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2015","2015",180.00561,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2016","2016",167.51061,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2017","2017",184.10207,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","CZE","Czechia","2018","2018",197.66128,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","1996","1996",135.01376,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","1997","1997",142.11724,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","1999","1999",159.30221,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2001","2001",188.59037,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2002","2002",157.41865,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2003","2003",167.46598,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2004","2004",164.42961,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2005","2005",157.19225,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2006","2006",168.92884,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2007","2007",177.41762,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2008","2008",176.16258,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2009","2009",185.02412,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2010","2010",185.88464,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2011","2011",185.89779,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2012","2012",186.34486,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2013","2013",195.48452,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2014","2014",190.24094,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2015","2015",198.89679,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2016","2016",201.12323,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2017","2017",210.11433,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","DNK","Denmark","2018","2018",210.98301,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2004","2004",131.52794,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2005","2005",141.19279,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2006","2006",149.4626,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2007","2007",171.06659,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2008","2008",184.27725,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2009","2009",185.35458,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2010","2010",186.87193,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2011","2011",199.40653,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2012","2012",185.82415,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2013","2013",188.35585,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2014","2014",187.51434,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2015","2015",178.316,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2016","2016",183.54629,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2017","2017",189.98746,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FIN","Finland","2018","2018",193.61335,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","1996","1996",182.99297,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","1997","1997",185.04599,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","1998","1998",189.11355,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","1999","1999",193.19898,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","2000","2000",193.37975,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","2001","2001",203.40213,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","2002","2002",205.6364,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","2003","2003",192.61452,,
"EXPRESPPP_CUR_TFTE","GERD per researcher, FTE (in '000 current PPP$)","FRA","France","2004","2004",188.4302,,
