year,country,prod_electric,prod_electric_nuclear,prod_electric_fossil,prod_electric_renewable
1994,BRB,0.542,0.0,0.542,0.0
1995,BRB,0.579,0.0,0.579,0.0
1996,BRB,0.611,0.0,0.611,0.0
1997,BRB,0.65,0.0,0.65,0.0
1998,BRB,0.672,0.0,0.672,0.0
1999,BRB,0.718,0.0,0.718,0.0
2000,BRB,0.758,0.0,0.758,0.0
2001,BRB,0.796,0.0,0.796,0.0
2002,BRB,0.828,0.0,0.828,0.0
2003,BRB,0.868,0.0,0.868,0.0
2004,BRB,0.896,0.0,0.896,0.0
2005,BRB,0.953,0.0,0.953,0.0
2006,BRB,0.9764,0.0,0.9764,0.0
2007,BRB,1.0029,0.0,1.0029,0.0
2008,BRB,1.011,0.0,1.011,0.0
2009,BRB,1.023,0.0,1.023,0.0
2010,BRB,0.968,0.0,0.966,0.002
2011,BRB,0.989,0.0,0.986,0.003
2012,BRB,1.064,0.0,1.061,0.003
2013,BRB,0.959,0.0,0.955,0.004
2014,BRB,0.969,0.0,0.959,0.01
2015,BRB,0.982,0.0,0.968,0.014
2016,BRB,1.012526,0.0,0.983,0.029526
2017,BRB,1.007526,0.0,0.978,0.029526
2018,BRB,1.010296,0.0,0.973,0.037296
1980,BLR,,,,
1981,BLR,,,,
1982,BLR,,,,
1983,BLR,,,,
1984,BLR,,,,
1985,BLR,,,,
1986,BLR,,,,
1987,BLR,,,,
1988,BLR,,,,
1989,BLR,,,,
1990,BLR,,,,
1991,BLR,,,,
1992,BLR,35.34,0.0,35.323,0.017
1993,BLR,31.368,0.0,31.349,0.019
1994,BLR,29.514,0.0,29.495,0.019
1995,BLR,23.424,0.0,23.404,0.02
1996,BLR,22.305,0.0,22.289,0.016
1997,BLR,24.495,0.0,24.474,0.021
1998,BLR,21.991,0.0,21.963,0.028
1999,BLR,24.829,0.0,24.81,0.019
2000,BLR,24.53656,0.0,24.50956,0.027
2001,BLR,23.56102,0.0,23.53102,0.03
2002,BLR,24.86938,0.0,24.84138,0.028
2003,BLR,25.03106,0.0,25.00306,0.028
2004,BLR,29.33944,0.0,29.30544,0.034
2005,BLR,29.1073,0.0,29.0413,0.066
2006,BLR,29.91008,0.0,29.78108,0.129
2007,BLR,29.9267,0.0,29.8027,0.124
2008,BLR,32.90438,0.0,32.83138,0.073
2009,BLR,28.48172,0.0,28.37672,0.105
2010,BLR,32.80964,0.0,32.67064,0.139
2011,BLR,30.27688,0.0,30.12888,0.148
2012,BLR,28.96224,0.0,28.76024,0.202
2013,BLR,29.63346,0.0,29.33646,0.297
2014,BLR,32.66718,0.0,32.38018,0.287
2015,BLR,32.0557,0.0,31.7297,0.326
2016,BLR,31.5763,0.0,31.1563,0.42
2017,BLR,32.48726,0.0,31.70526,0.782
2018,BLR,36.69196,0.0,35.8892,0.80276
1980,BEL,50.572,11.909,38.286,0.37700000000000006
1981,BEL,47.537,12.219,34.889,0.42900000000000005
1982,BEL,47.25,14.752,32.148,0.35
1983,BEL,49.041,22.832,25.934,0.275
1984,BEL,50.813,26.359,24.186,0.26799999999999996
1985,BEL,53.112,32.692,20.158,0.26199999999999996
1986,BEL,54.576,37.302,16.818,0.456
1987,BEL,59.154,39.764,18.774,0.6160000000000001
1988,BEL,61.423,40.887,19.864,0.672
1989,BEL,63.708,39.104,23.894,0.7100000000000001
1990,BEL,66.36,40.586,24.98,0.794
1991,BEL,67.17,40.718,25.644,0.8079999999999999
1992,BEL,67.377,41.283,25.131,0.963
1993,BEL,66.105,39.831,25.385,0.8889999999999999
1994,BEL,67.275,38.593,27.71,0.972
1995,BEL,69.309,39.288,28.925,1.0959999999999999
1996,BEL,70.833,41.169,28.676,0.988
1997,BEL,73.427,45.04,27.487,0.9000000000000001
1998,BEL,77.337,43.856,32.436,1.045
1999,BEL,78.572,46.566,30.826,1.1800000000000002
2000,BEL,77.99376,45.749,30.83576,1.4089999999999998
2001,BEL,74.06752,44.032,28.39552,1.64
2002,BEL,76.282,44.992,29.61,1.6800000000000002
2003,BEL,78.76056,45.011,32.17056,1.579
2004,BEL,79.49996,44.946,32.55596,1.9979999999999998
2005,BEL,80.61608,45.335,32.97708,2.304
2006,BEL,79.3191,44.314,31.5981,3.407
2007,BEL,82.41244,45.853,32.45444,4.1049999999999995
2008,BEL,78.76178,43.359,30.34978,5.053
2009,BEL,84.84878,44.96,33.59278,6.295999999999999
2010,BEL,88.64514,45.728,35.51414,7.4030000000000005
2011,BEL,84.2855,45.942,29.3045,9.039000000000001
2012,BEL,77.32536,38.464,27.58336,11.277999999999999
2013,BEL,77.64655,40.63195,24.6656,12.349
2014,BEL,67.68778,32.094,22.50078,13.093
2015,BEL,64.93824,24.825,24.76524,15.348
2016,BEL,80.11239,41.43045,23.45394,15.228
2017,BEL,81.02356,40.1867,24.08186,16.755
2018,BEL,69.90266,26.996,24.89966,18.007
1980,BLZ,0.091,0.0,0.051,0.04
1981,BLZ,0.092,0.0,0.052,0.04
1982,BLZ,0.093,0.0,0.053,0.04
1983,BLZ,0.095,0.0,0.055,0.04
1984,BLZ,0.103,0.0,0.063,0.04
1985,BLZ,0.107,0.0,0.067,0.04
1986,BLZ,0.11,0.0,0.07,0.04
1987,BLZ,0.115,0.0,0.075,0.04
1988,BLZ,0.125,0.0,0.085,0.04
1989,BLZ,0.129,0.0,0.089,0.04
1990,BLZ,0.142,0.0,0.102,0.04
1991,BLZ,0.158,0.0,0.118,0.04
1992,BLZ,0.172,0.0,0.132,0.04
1993,BLZ,0.188,0.0,0.148,0.04
1994,BLZ,0.175,0.0,0.135,0.04
1995,BLZ,0.182,0.0,0.102,0.08
1996,BLZ,0.186,0.0,0.086,0.1
1997,BLZ,0.2,0.0,0.092,0.108
1998,BLZ,0.192,0.0,0.087,0.105
1999,BLZ,0.201,0.0,0.086,0.115
2000,BLZ,0.18123,0.0,0.071,0.11023
2001,BLZ,0.149971,0.0,0.043367,0.106604
2002,BLZ,0.151964,0.0,0.046491,0.105473
2003,BLZ,0.175273,0.0,0.097889,0.077384
2004,BLZ,0.160295,0.0,0.07885,0.081445
2005,BLZ,0.164358,0.0,0.081553,0.082805
2006,BLZ,0.226099,0.0,0.030136,0.195963
2007,BLZ,0.231711,0.0,0.036078,0.195633
2008,BLZ,0.230679,0.0,0.011,0.219679
2009,BLZ,0.22223,0.0,0.019,0.20323
2010,BLZ,0.34993,0.0,0.008,0.34193
2011,BLZ,0.346032,0.0,0.007,0.339032
2012,BLZ,0.315011,0.0,0.013,0.302011
2013,BLZ,0.345012,0.0,0.009,0.336012
2014,BLZ,0.361621,0.0,0.008,0.353621
2015,BLZ,0.376626,0.0,0.019,0.357626
2016,BLZ,0.390626,0.0,0.014,0.376626
2017,BLZ,0.404634,0.0,0.016,0.388634
2018,BLZ,0.402585,0.0,0.017,0.385585
1980,BEN,0.005,0.0,0.005,0.0
1981,BEN,0.005,0.0,0.005,0.0
1982,BEN,0.005,0.0,0.005,0.0
1983,BEN,0.005,0.0,0.005,0.0
1984,BEN,0.005,0.0,0.005,0.0
1985,BEN,0.005,0.0,0.005,0.0
1986,BEN,0.005,0.0,0.005,0.0
1987,BEN,0.005,0.0,0.005,0.0
1988,BEN,0.005,0.0,0.005,0.0
1989,BEN,0.005,0.0,0.005,0.0
1990,BEN,0.019,0.0,0.019,0.0
1991,BEN,0.022,0.0,0.022,0.0
1992,BEN,0.023,0.0,0.023,0.0
1993,BEN,0.024,0.0,0.024,0.0
1994,BEN,0.048,0.0,0.048,0.0
1995,BEN,0.029,0.0,0.029,0.0
1996,BEN,0.049,0.0,0.047,0.002
1997,BEN,0.052,0.0,0.05,0.002
1998,BEN,0.06,0.0,0.058,0.002
1999,BEN,0.068,0.0,0.066,0.002
2000,BEN,0.07908,0.0,0.07708,0.002
2001,BEN,0.06216,0.0,0.06016,0.002
2002,BEN,0.05934,0.0,0.05734,0.002
2003,BEN,0.07532,0.0,0.07332,0.002
2004,BEN,0.0762,0.0,0.0752,0.001
2005,BEN,0.10064,0.0,0.09964,0.001
2006,BEN,0.146,0.0,0.141,0.005
2007,BEN,0.20798,0.0,0.20398,0.004
2008,BEN,0.21644,0.0,0.21244,0.004
2009,BEN,0.12138,0.0,0.11938,0.002
2010,BEN,0.10916,0.0,0.10716,0.002
2011,BEN,0.09694,0.0,0.09494,0.002
2012,BEN,0.04712,0.0,0.04512,0.002
2013,BEN,0.08948,0.0,0.08648,0.003
2014,BEN,0.22766,0.0,0.22466,0.003
2015,BEN,0.31156,0.0,0.30456,0.007
2016,BEN,0.26014,0.0,0.25004,0.0101
2017,BEN,0.3116,0.0,0.3055,0.0061
2018,BEN,0.19038,0.0,0.18518,0.0052
1980,BMU,0.311,0.0,0.311,0.0
1981,BMU,0.32,0.0,0.32,0.0
1982,BMU,0.331,0.0,0.331,0.0
1983,BMU,0.345,0.0,0.345,0.0
1984,BMU,0.358,0.0,0.358,0.0
1985,BMU,0.37,0.0,0.37,0.0
1986,BMU,0.387,0.0,0.387,0.0
1987,BMU,0.409,0.0,0.409,0.0
1988,BMU,0.431,0.0,0.431,0.0
1989,BMU,0.438,0.0,0.438,0.0
1990,BMU,0.461,0.0,0.461,0.0
1991,BMU,0.482,0.0,0.482,0.0
1992,BMU,0.486,0.0,0.486,0.0
1993,BMU,0.487,0.0,0.487,0.0
1994,BMU,0.495,0.0,0.495,0.0
1995,BMU,0.49,0.0,0.49,0.0
1996,BMU,0.494,0.0,0.494,0.0
1997,BMU,0.498,0.0,0.498,0.0
1998,BMU,0.51,0.0,0.51,0.0
1999,BMU,0.55,0.0,0.55,0.0
2000,BMU,0.595,0.0,0.595,0.0
2001,BMU,0.64368181818182,0.0,0.64368181818182,0.0
2002,BMU,0.643,0.0,0.643,0.0
2003,BMU,0.624,0.0,0.624,0.0
2004,BMU,0.627164,0.0,0.627164,0.0
2005,BMU,0.652436,0.0,0.652436,0.0
2006,BMU,0.666401,0.0,0.666401,0.0
2007,BMU,0.67555,0.0,0.67555,0.0
2008,BMU,0.685,0.0,0.685,0.0
2009,BMU,0.69372,0.0,0.69372,0.0
2010,BMU,0.686411,0.0,0.686411,0.0
2011,BMU,0.674,0.0,0.674,0.0
2012,BMU,0.658,0.0,0.658,0.0
2013,BMU,0.637,0.0,0.637,0.0
2014,BMU,0.62,0.0,0.62,0.0
2015,BMU,0.634,0.0,0.634,0.0
2016,BMU,0.625,0.0,0.625,0.0
2017,BMU,0.633,0.0,0.633,0.0
2018,BMU,0.602,0.0,0.602,0.0
1980,BTN,0.016,0.0,0.01,0.006
1981,BTN,0.02,0.0,0.013,0.007
1982,BTN,0.022,0.0,0.014,0.008
1983,BTN,0.022,0.0,0.014,0.008
1984,BTN,0.02,0.0,0.012,0.008
1985,BTN,0.011,0.0,0.003,0.008
1986,BTN,0.304,0.0,0.004,0.3
1987,BTN,1.17,0.0,0.002,1.168
1988,BTN,1.532,0.0,0.003,1.529
1989,BTN,1.533,0.0,0.004,1.529
1990,BTN,1.548,0.0,0.007,1.541
1991,BTN,1.561,0.0,0.004,1.557
1992,BTN,1.605,0.0,0.001,1.604
1993,BTN,1.605,0.0,0.001,1.604
1994,BTN,1.659,0.0,0.001,1.658
1995,BTN,1.716,0.0,0.001,1.715
1996,BTN,1.853,0.0,0.001,1.852
1997,BTN,1.821,0.0,0.001,1.82
1998,BTN,1.784,0.0,0.001,1.783
1999,BTN,1.783,0.0,0.001,1.782
2000,BTN,1.793,0.0,0.001,1.792
2001,BTN,1.9211,0.0,0.0001,1.921
2002,BTN,2.178,0.0,0.0,2.178
2003,BTN,2.504,0.0,0.002,2.502
2004,BTN,2.33,0.0,0.001,2.329
2005,BTN,2.621,0.0,0.001,2.62
2006,BTN,4.475,0.0,0.001,4.474
2007,BTN,6.496,0.0,0.002,6.494
2008,BTN,6.892,0.0,0.001,6.891
2009,BTN,6.929,0.0,0.001,6.928
2010,BTN,7.2565,0.0,0.001,7.2555
2011,BTN,6.9767,0.0,0.001,6.9757
2012,BTN,6.746662,0.0,0.001,6.745662
2013,BTN,7.532662,0.0,0.001,7.531662
2014,BTN,7.150672,0.0,1e-05,7.150662
2015,BTN,7.732682,0.0,2e-05,7.732662
2016,BTN,7.880672,0.0,1e-05,7.880662
2017,BTN,7.651932,0.0,0.00027,7.651662
2018,BTN,6.890702,0.0,4e-05,6.890662
1980,BOL,1.568,0.0,0.453,1.115
1981,BOL,1.655,0.0,0.489,1.166
1982,BOL,1.658,0.0,0.443,1.215
1983,BOL,1.667,0.0,0.469,1.198
1984,BOL,1.519,0.0,0.304,1.215
1985,BOL,1.512,0.0,0.329,1.183
1986,BOL,1.518,0.0,0.353,1.165
1987,BOL,1.532,0.0,0.368,1.164
1988,BOL,1.881,0.0,0.585,1.296
1989,BOL,1.996,0.0,0.711,1.285
1990,BOL,2.122,0.0,0.85,1.272
1991,BOL,2.315,0.0,0.907,1.408
1992,BOL,2.308,0.0,0.93,1.378
1993,BOL,2.379,0.0,0.975,1.404
1994,BOL,2.705,0.0,1.324,1.381
1995,BOL,2.879,0.0,1.564,1.315
1996,BOL,3.096,0.0,1.604,1.492
1997,BOL,3.319,0.0,1.714,1.605
1998,BOL,3.532,0.0,1.984,1.548
1999,BOL,3.747,0.0,1.92,1.827
2000,BOL,3.77514,0.0,1.76814,2.007
2001,BOL,3.85118,0.0,1.68918,2.162
2002,BOL,4.04638,0.0,1.81138,2.235
2003,BOL,4.17454,0.0,2.15354,2.021
2004,BOL,4.36286,0.0,2.17986,2.183
2005,BOL,4.694,0.0,2.693,2.001
2006,BOL,5.080281,0.0,2.885,2.195281
2007,BOL,5.512107,0.0,3.154,2.358107
2008,BOL,5.599,0.0,3.215,2.384
2009,BOL,5.903,0.0,3.509,2.394
2010,BOL,6.44744,0.0,4.20744,2.24
2011,BOL,6.87794,0.0,4.46594,2.412
2012,BOL,7.29724,0.0,4.88424,2.413
2013,BOL,7.6189,0.0,5.0149,2.604
2014,BOL,8.07246,0.0,5.74246,2.33
2015,BOL,8.628,0.0,5.969,2.659
2016,BOL,8.8538,0.0,6.9278,1.926
2017,BOL,9.17396,0.0,6.75296,2.421
2018,BOL,9.44272,0.0,6.47472,2.968
1980,BIH,,,,
1981,BIH,,,,
1982,BIH,,,,
1983,BIH,,,,
1984,BIH,,,,
1985,BIH,,,,
1986,BIH,,,,
1987,BIH,,,,
1988,BIH,,,,
1989,BIH,,,,
1990,BIH,,,,
1991,BIH,,,,
1992,BIH,6.304,0.0,2.93,3.374
1993,BIH,3.245,0.0,0.902,2.343
1994,BIH,4.162,0.0,0.738,3.424
1995,BIH,4.32,0.0,0.713,3.607
1996,BIH,7.157,0.0,2.053,5.104
1997,BIH,8.471,0.0,3.863,4.608
1998,BIH,9.282,0.0,4.771,4.511
1999,BIH,10.191,0.0,4.714,5.477
2000,BIH,10.0579,0.0,5.0149,5.043
2001,BIH,10.25858,0.0,5.12958,5.129
2002,BIH,10.40098,0.0,5.18598,5.215
2003,BIH,10.8151,0.0,6.3591,4.456
2004,BIH,12.26306,0.0,6.34406,5.919
2005,BIH,12.14576,0.0,6.20776,5.938
2006,BIH,12.80288,0.0,7.00488,5.798
2007,BIH,11.27702,0.0,7.31602,3.961
2008,BIH,14.17664,0.0,9.35864,4.818
2009,BIH,15.04026,0.0,8.86326,6.177
2010,BIH,16.49812,0.0,8.55212,7.946
2011,BIH,14.58342,0.0,10.23942,4.344
2012,BIH,13.44898,0.0,9.27498,4.174
2013,BIH,16.7671,0.0,9.6021,7.165
2014,BIH,15.4885,0.0,9.6115,5.877
2015,BIH,14.96932,0.0,9.47332,5.496
2016,BIH,16.98653,0.0,11.37588,5.61065
2017,BIH,15.38966,0.0,11.67856,3.7111
2018,BIH,18.20828,0.0,11.75846,6.449820000000001
1980,BWA,0.443,0.0,0.443,0.0
1981,BWA,0.502,0.0,0.502,0.0
1982,BWA,0.489,0.0,0.489,0.0
1983,BWA,0.434,0.0,0.434,0.0
1984,BWA,0.445,0.0,0.445,0.0
1985,BWA,0.456,0.0,0.456,0.0
1986,BWA,0.538,0.0,0.538,0.0
1987,BWA,0.846,0.0,0.846,0.0
1988,BWA,0.8,0.0,0.8,0.0
1989,BWA,0.797,0.0,0.797,0.0
1990,BWA,0.852,0.0,0.852,0.0
1991,BWA,0.879,0.0,0.879,0.0
1992,BWA,1.088,0.0,1.088,0.0
1993,BWA,1.027,0.0,1.027,0.0
1994,BWA,1.044,0.0,1.044,0.0
1995,BWA,1.047,0.0,1.047,0.0
1996,BWA,0.759,0.0,0.759,0.0
1997,BWA,0.87,0.0,0.87,0.0
1998,BWA,1.026,0.0,1.026,0.0
1999,BWA,1.043,0.0,1.043,0.0
2000,BWA,0.89018,0.0,0.89018,0.0
2001,BWA,0.9494,0.0,0.9494,0.0
2002,BWA,0.84224,0.0,0.84224,0.0
2003,BWA,0.68056,0.0,0.68056,0.0
2004,BWA,0.73978,0.0,0.73978,0.0
2005,BWA,0.81498,0.0,0.81498,0.0
2006,BWA,0.746,0.0,0.746,0.0
2007,BWA,0.578,0.0,0.578,0.0
2008,BWA,0.552,0.0,0.552,0.0
2009,BWA,0.417,0.0,0.417,0.0
2010,BWA,0.50008,0.0,0.50008,0.0
2011,BWA,0.44932,0.0,0.44932,0.0
2012,BWA,0.33,0.0,0.329,0.001
2013,BWA,0.86868,0.0,0.86668,0.002
2014,BWA,2.17628,0.0,2.17328,0.003
2015,BWA,2.79104,0.0,2.78804,0.003
2016,BWA,2.52984,0.0,2.52484,0.005
2017,BWA,2.8438,0.0,2.8388,0.005
2018,BWA,2.96976,0.0,2.96476,0.005
1980,BRA,138.302,0.0,7.943,130.359
1981,BRA,140.153,0.0,8.719,131.434
1982,BRA,150.027,0.051,7.966,142.01
1983,BRA,160.452,0.174,7.217,153.061
1984,BRA,178.097,2.733,7.398,167.966
1985,BRA,190.671,2.921,8.114,179.636
1986,BRA,199.241,0.117,15.224,183.9
1987,BRA,200.45,0.915,12.157,187.378
1988,BRA,211.78,0.31,10.941,200.529
1989,BRA,218.294,1.513,10.816,205.965
1990,BRA,219.953,1.936,9.517,208.5
1991,BRA,231.439,1.37,10.465,219.604
1992,BRA,238.84,1.663,11.168,226.009
1993,BRA,249.251,0.42,11.163,237.668
1994,BRA,256.896,0.052,11.178,245.666
1995,BRA,272.198,2.395,12.843,256.96
1996,BRA,287.656,2.308,15.483,269.865
1997,BRA,304.275,3.011,17.699,283.565
1998,BRA,317.819,3.135,18.62,296.064
1999,BRA,329.689,3.778,27.473,298.438
2000,BRA,342.57352,4.94,28.42842,309.2051
2001,BRA,323.16798,14.268,34.68788,274.2121
2002,BRA,340.29716,13.84,32.94606,293.5111
2003,BRA,358.89562,13.4,30.98052,314.5151
2004,BRA,381.18166,11.6,39.45556,330.1261
2005,BRA,395.72128,9.197,38.75808,347.7662
2006,BRA,411.92528,12.984,38.66408,360.2772
2007,BRA,437.18658,11.65,36.59138,388.9452
2008,BRA,454.67754,13.209,54.95334,386.5152
2009,BRA,458.66574,12.224,35.52354,410.9182
2010,BRA,506.74832,13.774,60.04532,432.929
2011,BRA,523.1198,14.795,49.1338,459.191
2012,BRA,542.89456,15.17,75.83356,451.891
2013,BRA,559.37172,14.645,110.29772,434.429
2014,BRA,577.73888,14.463,134.65688,428.619
2015,BRA,568.68776,13.892,127.51476,427.281
2016,BRA,567.96462,14.97046,91.38116,461.613
2017,BRA,577.96155,14.85433,100.16922,462.938
2018,BRA,591.60996,15.674,85.00796,490.928
1980,VGB,0.022,0.0,0.022,0.0
1981,VGB,0.024,0.0,0.024,0.0
1982,VGB,0.025,0.0,0.025,0.0
1983,VGB,0.024,0.0,0.024,0.0
1984,VGB,0.027,0.0,0.027,0.0
1985,VGB,0.029,0.0,0.029,0.0
1986,VGB,0.033,0.0,0.033,0.0
1987,VGB,0.037,0.0,0.037,0.0
1988,VGB,0.04,0.0,0.04,0.0
1989,VGB,0.041,0.0,0.041,0.0
1990,VGB,0.042,0.0,0.042,0.0
1991,VGB,0.042,0.0,0.042,0.0
1992,VGB,0.042,0.0,0.042,0.0
1993,VGB,0.042,0.0,0.042,0.0
1994,VGB,0.042,0.0,0.042,0.0
1995,VGB,0.042,0.0,0.042,0.0
1996,VGB,0.042,0.0,0.042,0.0
1997,VGB,0.042,0.0,0.042,0.0
1998,VGB,0.042,0.0,0.042,0.0
1999,VGB,0.042,0.0,0.042,0.0
2000,VGB,0.04,0.0,0.04,0.0
2001,VGB,0.038095238095238,0.0,0.038095238095238,0.0
2002,VGB,0.038,0.0,0.038,0.0
2003,VGB,0.042,0.0,0.042,0.0
2004,VGB,0.042,0.0,0.042,0.0
2005,VGB,0.093,0.0,0.093,0.0
2006,VGB,0.1,0.0,0.1,0.0
2007,VGB,0.104,0.0,0.104,0.0
2008,VGB,0.116,0.0,0.116,0.0
2009,VGB,0.15,0.0,0.15,0.0
2010,VGB,0.185111,0.0,0.184,0.001111
2011,VGB,0.181361,0.0,0.18,0.001361
2012,VGB,0.186361,0.0,0.185,0.001361
2013,VGB,0.186361,0.0,0.185,0.001361
2014,VGB,0.186361,0.0,0.185,0.001361
2015,VGB,0.197558,0.0,0.196,0.001558
2016,VGB,0.199558,0.0,0.198,0.001558
2017,VGB,0.140558,0.0,0.139,0.001558
2018,VGB,0.101558,0.0,0.1,0.001558
1980,BRN,0.439,0.0,0.439,0.0
1981,BRN,0.479,0.0,0.479,0.0
1982,BRN,0.534,0.0,0.534,0.0
1983,BRN,0.682,0.0,0.682,0.0
1984,BRN,0.781,0.0,0.781,0.0
1985,BRN,0.852,0.0,0.852,0.0
1986,BRN,0.901,0.0,0.901,0.0
1987,BRN,0.938,0.0,0.938,0.0
1988,BRN,1.047,0.0,1.047,0.0
1989,BRN,1.089,0.0,1.089,0.0
1990,BRN,1.163,0.0,1.163,0.0
1991,BRN,1.256,0.0,1.256,0.0
1992,BRN,1.324,0.0,1.324,0.0
1993,BRN,1.454,0.0,1.454,0.0
1994,BRN,1.563,0.0,1.563,0.0
1995,BRN,1.848,0.0,1.848,0.0
1996,BRN,1.996,0.0,1.996,0.0
1997,BRN,2.263,0.0,2.263,0.0
1998,BRN,2.353,0.0,2.353,0.0
1999,BRN,2.288,0.0,2.288,0.0
2000,BRN,2.39042,0.0,2.39042,0.0
2001,BRN,2.42426,0.0,2.42426,0.0
2002,BRN,2.53894,0.0,2.53894,0.0
2003,BRN,2.99954,0.0,2.99954,0.0
2004,BRN,3.06816,0.0,3.06816,0.0
2005,BRN,3.06816,0.0,3.06816,0.0
2006,BRN,3.10012,0.0,3.10012,0.0
2007,BRN,3.1913,0.0,3.1913,0.0
2008,BRN,3.21762,0.0,3.21762,0.0
2009,BRN,3.39528,0.0,3.39528,0.0
2010,BRN,3.56448,0.0,3.56448,0.0
2011,BRN,3.49962,0.0,3.49962,0.0
2012,BRN,3.69432,0.0,3.69232,0.002
2013,BRN,4.138,0.0,4.136,0.002
2014,BRN,4.23576,0.0,4.23376,0.002
2015,BRN,3.94812,0.0,3.94612,0.002
2016,BRN,4.01386,0.0,4.01286,0.001
2017,BRN,3.9077,0.0,3.9057,0.002
2018,BRN,4.03648,0.0,4.03448,0.002
1980,BGR,32.854,5.81,23.37,3.674
1981,BGR,34.868,8.594,22.694,3.58
1982,BGR,38.112,10.127,24.967,3.018
1983,BGR,40.185,11.608,25.259,3.318
1984,BGR,42.08,12.001,26.853,3.226
1985,BGR,39.184,12.375,24.595,2.214
1986,BGR,39.354,11.376,25.676,2.302
1987,BGR,40.916,11.719,26.685,2.512
1988,BGR,42.409,15.107,24.733,2.569
1989,BGR,42.615,14.6,25.353,2.662
1990,BGR,39.449,13.528,24.062,1.859
1991,BGR,36.721,12.41,21.894,2.417
1992,BGR,33.704,10.987,20.675,2.042
1993,BGR,35.952,13.272,20.757,1.923
1994,BGR,36.066,14.563,20.05,1.453
1995,BGR,39.569,16.397,20.881,2.291
1996,BGR,41.067,17.765,20.412,2.89
1997,BGR,39.854,16.44,20.789,2.625
1998,BGR,39.253,16.054,20.196,3.003
1999,BGR,35.912,15.023,18.258,2.6310000000000002
2000,BGR,38.3182,17.269,18.5932,2.456
2001,BGR,40.65336,18.238,20.90936,1.506
2002,BGR,40.75548,20.22,18.55748,1.9779999999999998
2003,BGR,39.52822,16.04,20.69222,2.796
2004,BGR,38.79962,15.598,20.13762,3.064
2005,BGR,41.2454,17.378,19.7024,4.165
2006,BGR,42.68836,18.154,20.43936,4.095
2007,BGR,40.251732,13.694752,23.84498,2.712
2008,BGR,41.72358,14.742,24.30558,2.676
2009,BGR,39.63248,14.219,21.98848,3.425
2010,BGR,43.10972,14.236,23.46804,5.405679999999999
2011,BGR,46.73522,15.264,27.96594,3.50528
2012,BGR,43.6821,14.861,23.92488,4.89622
2013,BGR,40.46122,13.316,20.63958,6.50564
2014,BGR,44.3265,15.014,22.23852,7.073980000000001
2015,BGR,46.26237,14.701,23.09392,8.46745
2016,BGR,42.19255,15.08345,20.4309,6.6782
2017,BGR,42.5337,14.87226,21.84372,5.81772
2018,BGR,44.28263,15.319,19.7541,9.20953
1980,BFA,0.098,0.0,0.098,0.0
1981,BFA,0.108,0.0,0.108,0.0
1982,BFA,0.115,0.0,0.115,0.0
1983,BFA,0.117,0.0,0.117,0.0
1984,BFA,0.113,0.0,0.113,0.0
1985,BFA,0.115,0.0,0.115,0.0
1986,BFA,0.122,0.0,0.122,0.0
1987,BFA,0.133,0.0,0.133,0.0
1988,BFA,0.143,0.0,0.143,0.0
1989,BFA,0.153,0.0,0.153,0.0
1990,BFA,0.174,0.0,0.165,0.009
1991,BFA,0.182,0.0,0.169,0.013
1992,BFA,0.19,0.0,0.17,0.02
1993,BFA,0.205,0.0,0.158,0.047
1994,BFA,0.206,0.0,0.134,0.072
1995,BFA,0.232,0.0,0.138,0.094
1996,BFA,0.263,0.0,0.149,0.114
1997,BFA,0.282,0.0,0.167,0.115
1998,BFA,0.312,0.0,0.234,0.078
1999,BFA,0.348,0.0,0.225,0.123
2000,BFA,0.318,0.0,0.221,0.097
2001,BFA,0.327,0.0,0.274,0.053
2002,BFA,0.36492,0.0,0.30092,0.064
2003,BFA,0.444662,0.0,0.348662,0.096
2004,BFA,0.472234,0.0,0.37179,0.100444
2005,BFA,0.489468,0.0,0.39,0.099468
2006,BFA,0.519525,0.0,0.439664,0.079861
2007,BFA,0.58152,0.0,0.471217,0.110303
2008,BFA,0.589033,0.0,0.45446,0.134573
2009,BFA,0.664416,0.0,0.533442,0.130974
2010,BFA,0.543,0.0,0.421,0.122
2011,BFA,0.538,0.0,0.448,0.09
2012,BFA,0.603,0.0,0.497,0.106
2013,BFA,0.67405,0.0,0.558,0.11605
2014,BFA,0.83415,0.0,0.733,0.10115
2015,BFA,0.9573,0.0,0.851,0.1063
2016,BFA,0.9393,0.0,0.784,0.1553
2017,BFA,1.0583,0.0,0.9,0.1583
2018,BFA,1.1823,0.0,1.0,0.1823
1980,MMR,1.435,0.0,0.647,0.788
1981,MMR,1.352,0.0,0.501,0.851
1982,MMR,1.502,0.0,0.585,0.917
1983,MMR,1.622,0.0,0.639,0.983
1984,MMR,1.823,0.0,0.823,1.0
1985,MMR,2.038,0.0,1.045,0.993
1986,MMR,2.157,0.0,1.126,1.031
1987,MMR,2.226,0.0,1.213,1.013
1988,MMR,2.14,0.0,1.214,0.926
1989,MMR,2.402,0.0,1.269,1.133
1990,MMR,2.389,0.0,1.208,1.181
1991,MMR,2.579,0.0,1.351,1.228
1992,MMR,2.892,0.0,1.389,1.503
1993,MMR,3.267,0.0,1.579,1.688
1994,MMR,3.459,0.0,1.861,1.598
1995,MMR,3.894,0.0,2.286,1.608
1996,MMR,3.79,0.0,2.156,1.634
1997,MMR,4.261,0.0,2.592,1.669
1998,MMR,3.939,0.0,2.999,0.94
